date,open,high,low,close,volume,dividends,stock splits,ticker
2017-11-27 00:00:00+05:30,302.6175697546875,306.0274981957205,301.1287471638869,304.4906311035156,9334428,0.0,0.0,ICICIBANK.NS
2017-11-28 00:00:00+05:30,300.7445469969829,302.90575816770223,299.4478144318908,300.8406066894531,13929413,0.0,0.0,ICICIBANK.NS
2017-11-29 00:00:00+05:30,300.2643255949869,303.81830027510745,299.9761464717508,302.425537109375,12384876,0.0,0.0,ICICIBANK.NS
2017-11-30 00:00:00+05:30,302.52158185403493,303.3380160462207,294.1648860197436,295.41357421875,23832543,0.0,0.0,ICICIBANK.NS
2017-12-01 00:00:00+05:30,297.47875329537237,297.7188878946378,292.3878822029613,293.204345703125,6602231,0.0,0.0,ICICIBANK.NS
2017-12-04 00:00:00+05:30,295.1254509179046,295.36558554029506,290.3707736692496,292.24383544921875,8763567,0.0,0.0,ICICIBANK.NS
2017-12-05 00:00:00+05:30,292.7720916991249,295.46161679888144,291.7155229130014,293.204345703125,8219441,0.0,0.0,ICICIBANK.NS
2017-12-06 00:00:00+05:30,291.8115471920468,292.96420496970865,286.38451122494104,287.6812438964844,6751957,0.0,0.0,ICICIBANK.NS
2017-12-07 00:00:00+05:30,289.60236212850236,294.64518932974494,288.3536737849469,293.732666015625,7414305,0.0,0.0,ICICIBANK.NS
2017-12-08 00:00:00+05:30,295.1253901486999,299.59188734280576,294.8852555757555,298.4872741699219,10732806,0.0,0.0,ICICIBANK.NS
2017-12-11 00:00:00+05:30,298.72741400451554,299.92808689038577,296.085933655601,299.15966796875,6829121,0.0,0.0,ICICIBANK.NS
2017-12-12 00:00:00+05:30,299.7359560921278,300.0241351617472,294.21286102739356,295.4615783691406,11995276,0.0,0.0,ICICIBANK.NS
2017-12-13 00:00:00+05:30,295.84579330891927,296.2300027622444,288.3536063725208,290.9950866699219,14805881,0.0,0.0,ICICIBANK.NS
2017-12-14 00:00:00+05:30,291.8595441222366,293.92469543337313,289.4581985713104,292.3398132324219,11140346,0.0,0.0,ICICIBANK.NS
2017-12-15 00:00:00+05:30,298.1511291063765,298.4393082294469,290.61089640896336,291.1872253417969,23227021,0.0,0.0,ICICIBANK.NS
2017-12-18 00:00:00+05:30,286.2403753790616,299.9760595192474,275.6744554825191,296.7102355957031,16300443,0.0,0.0,ICICIBANK.NS
2017-12-19 00:00:00+05:30,296.9984396761134,302.3774304445036,296.326051173414,301.32086181640625,13135113,0.0,0.0,ICICIBANK.NS
2017-12-20 00:00:00+05:30,301.7051150156736,305.30713398836957,299.2077093319433,303.3380126953125,14003657,0.0,0.0,ICICIBANK.NS
2017-12-21 00:00:00+05:30,302.95375603696976,304.05836915396895,299.78399155978923,303.0018005371094,9705688,0.0,0.0,ICICIBANK.NS
2017-12-22 00:00:00+05:30,302.569608464107,306.6038816356178,301.41695061130196,304.1064758300781,7628532,0.0,0.0,ICICIBANK.NS
2017-12-26 00:00:00+05:30,303.77025884259194,306.4117393542667,300.8406285458746,305.59527587890625,7632721,0.0,0.0,ICICIBANK.NS
2017-12-27 00:00:00+05:30,303.4821096967029,305.35514193003416,299.78403110990894,300.4563903808594,6354635,0.0,0.0,ICICIBANK.NS
2017-12-28 00:00:00+05:30,300.45638119940077,306.6038500295778,298.24715474145233,302.85772705078125,22689602,0.0,0.0,ICICIBANK.NS
2017-12-29 00:00:00+05:30,301.5130101176643,303.29001209234735,300.1682621658228,301.60906982421875,9637881,0.0,0.0,ICICIBANK.NS
2018-01-01 00:00:00+05:30,301.6090575152612,301.6090575152612,296.9024252192447,298.0550537109375,7739502,0.0,0.0,ICICIBANK.NS
2018-01-02 00:00:00+05:30,298.6794327880673,299.3998366015327,295.3655635208041,297.478759765625,7046560,0.0,0.0,ICICIBANK.NS
2018-01-03 00:00:00+05:30,300.1682644798642,303.86634336091754,300.1682644798642,302.5696105957031,8898342,0.0,0.0,ICICIBANK.NS
2018-01-04 00:00:00+05:30,302.5215982368836,303.1939575676422,299.2077288406133,302.2814636230469,6385367,0.0,0.0,ICICIBANK.NS
2018-01-05 00:00:00+05:30,302.0412811571138,302.7136403813511,299.30374113041887,300.55242919921875,6366054,0.0,0.0,ICICIBANK.NS
2018-01-08 00:00:00+05:30,301.12879919083485,305.64334155793404,300.26432046251773,301.7531433105469,7329648,0.0,0.0,ICICIBANK.NS
2018-01-09 00:00:00+05:30,302.3774796575622,303.33801806729184,298.4873108234796,300.2643127441406,9190909,0.0,0.0,ICICIBANK.NS
2018-01-10 00:00:00+05:30,300.2162115463677,300.6004502883492,298.2951350896619,299.68792724609375,6736971,0.0,0.0,ICICIBANK.NS
2018-01-11 00:00:00+05:30,300.1682977876679,300.1682977876679,296.3741587783076,297.28668212890625,8366713,0.0,0.0,ICICIBANK.NS
2018-01-12 00:00:00+05:30,297.3826589303541,306.21959356531465,297.3826589303541,305.16302490234375,11699345,0.0,0.0,ICICIBANK.NS
2018-01-15 00:00:00+05:30,308.1406616187,317.6500138290225,307.61237730181597,316.30523681640625,30242005,0.0,0.0,ICICIBANK.NS
2018-01-16 00:00:00+05:30,316.73751542434735,327.3034370912702,313.6637810322847,320.9158630371094,26707100,0.0,0.0,ICICIBANK.NS
2018-01-17 00:00:00+05:30,320.86783852401066,330.61732666566155,320.86783852401066,329.7048034667969,43305353,0.0,0.0,ICICIBANK.NS
2018-01-18 00:00:00+05:30,336.1884350940077,339.262169654475,329.46466639212747,332.4903564453125,31504669,0.0,0.0,ICICIBANK.NS
2018-01-19 00:00:00+05:30,333.7390273996696,340.99107947731744,327.3514245729043,339.6463317871094,18812611,0.0,0.0,ICICIBANK.NS
2018-01-22 00:00:00+05:30,338.4936594347818,338.97392853991437,331.1935631741066,337.6291809082031,15269782,0.0,0.0,ICICIBANK.NS
2018-01-23 00:00:00+05:30,336.6206656109933,350.0682020766786,336.6206656109933,348.0030212402344,22485663,0.0,0.0,ICICIBANK.NS
2018-01-24 00:00:00+05:30,343.6325557068001,345.025347881526,337.91734144771186,338.8298645019531,12815095,0.0,0.0,ICICIBANK.NS
2018-01-25 00:00:00+05:30,338.5897687532131,350.40437874608864,336.86081144660346,346.5622253417969,30183655,0.0,0.0,ICICIBANK.NS
2018-01-29 00:00:00+05:30,345.79383120830926,351.2689119277633,341.5674680228689,343.53656005859375,17855095,0.0,0.0,ICICIBANK.NS
2018-01-30 00:00:00+05:30,342.7200801669286,342.7200801669286,336.66870013518445,339.3101806640625,13358981,0.0,0.0,ICICIBANK.NS
2018-01-31 00:00:00+05:30,335.0837902990161,339.9825414694748,330.04096424687083,339.0220031738281,22638319,0.0,0.0,ICICIBANK.NS
2018-02-01 00:00:00+05:30,333.83509444534644,341.85559559364987,330.233075604489,332.53839111328125,29472295,0.0,0.0,ICICIBANK.NS
2018-02-02 00:00:00+05:30,329.03236566227474,330.13700809991235,320.5316256042885,321.8763732910156,16957983,0.0,0.0,ICICIBANK.NS
2018-02-05 00:00:00+05:30,314.6723777087384,321.0599520438076,314.14406401417625,316.68951416015625,17339547,0.0,0.0,ICICIBANK.NS
2018-02-06 00:00:00+05:30,302.8096960995639,324.61392702063455,300.64848494580013,317.6500244140625,18491736,0.0,0.0,ICICIBANK.NS
2018-02-07 00:00:00+05:30,322.11652679805945,323.12508029409565,316.88158130474096,319.427001953125,11819190,0.0,0.0,ICICIBANK.NS
2018-02-08 00:00:00+05:30,319.4269724268384,325.0461268605107,316.49734258949394,320.6756896972656,10294899,0.0,0.0,ICICIBANK.NS
2018-02-09 00:00:00+05:30,312.1749842905688,315.68094363609396,309.91771315688345,313.8559265136719,9493398,0.0,0.0,ICICIBANK.NS
2018-02-12 00:00:00+05:30,315.8730464751265,316.2092407647735,310.4940257806888,313.3756408691406,8356351,0.0,0.0,ICICIBANK.NS
2018-02-14 00:00:00+05:30,314.09603023684775,314.09603023684775,304.0583930804101,306.36370849609375,15189066,0.0,0.0,ICICIBANK.NS
2018-02-15 00:00:00+05:30,309.4373793040975,318.70656719235853,309.4373793040975,315.6808776855469,23779772,0.0,0.0,ICICIBANK.NS
2018-02-16 00:00:00+05:30,317.3138531964387,320.81981234896864,306.2196175466878,308.3808288574219,17585994,0.0,0.0,ICICIBANK.NS
2018-02-19 00:00:00+05:30,316.4973272423524,316.59338692208115,302.761643126805,307.132080078125,19044107,0.0,0.0,ICICIBANK.NS
2018-02-20 00:00:00+05:30,307.8525542130707,311.4065579839104,303.8182812468908,304.7308044433594,16030558,0.0,0.0,ICICIBANK.NS
2018-02-21 00:00:00+05:30,306.4117319241198,308.0446588352439,303.24196711229536,306.6038513183594,9974873,0.0,0.0,ICICIBANK.NS
2018-02-22 00:00:00+05:30,304.4906514215861,306.69987786115314,301.56102123259893,305.7873840332031,25530698,0.0,0.0,ICICIBANK.NS
2018-02-23 00:00:00+05:30,306.45975968170706,311.262451601579,305.7874004009081,310.0137634277344,7949765,0.0,0.0,ICICIBANK.NS
2018-02-26 00:00:00+05:30,312.1749511560102,314.86444670218697,310.3979494175385,314.14404296875,7133735,0.0,0.0,ICICIBANK.NS
2018-02-27 00:00:00+05:30,314.0960560564771,314.14407125104117,307.03609297052816,309.43743896484375,9623651,0.0,0.0,ICICIBANK.NS
2018-02-28 00:00:00+05:30,302.71365837929125,304.49066020846846,298.82348974548273,300.8886413574219,17481687,0.0,0.0,ICICIBANK.NS
2018-03-01 00:00:00+05:30,300.31232687109525,301.609059582279,292.24381012072735,292.91619873046875,18986889,0.0,0.0,ICICIBANK.NS
